id,classification,subClassification,length,width,thickness,diameter,weight,quantity,broadperiod,fromdate,todate,district
522443,,,28,18,3,2.2,,1,BRONZE AGE,-2150,-1500,Derbyshire Dales
179174,,,55.2,11,2,4.5,6.1,1,MEDIEVAL,,,Wirral
233283,Barbed and Tanged,,45.26,25.04,5.11,4.58,2.78,1,BRONZE AGE,-2150,-1500,Huntingdonshire
199204,,,100.3,7.6,6.7,5.1,16.69,1,MEDIEVAL,1250,1499,
106547,,,39,11,,6,4.76,1,BRONZE AGE,-2150,-800,Charnwood
45059,,,55.58,15.58,3.54,6.82,5.27,1,MEDIEVAL,1066,1350,Milton Keynes
508485,,,39.17,12.58,3.47,6.96,,1,MEDIEVAL,1066,1400,West Oxfordshire
646649,,,49,19,6.5,7.5,9.81,1,MEDIEVAL,1200,1300,South Lakeland
401936,,,28,15,1,8,3.75,1,MEDIEVAL,1066,1500,Wyre
133638,,,56,18,,8,,1,MEDIEVAL,1200,1499,East Lindsey
507514,,,56.67,18.7,,8.16,7.1,1,MEDIEVAL,,,West Oxfordshire
702086,,,59.9,14.75,4.18,8.36,7.99,1,MEDIEVAL,1200,1400,City and County of the City of London
48608,,,85.7,17.1,,8.5,12.6,1,MEDIEVAL,1100,1400,the Vale of Glamorgan
508480,,,61.36,22.62,,8.78,12,1,MEDIEVAL,1066,1400,West Oxfordshire
401923,,,46.5,15,2,8.8,7.75,1,MEDIEVAL,1066,1500,Harrogate
787673,,,49.8,13,,9,8.1,1,MEDIEVAL,1200,1270,West Oxfordshire
577868,,,49.63,18.09,11.05,9.96,14.39,1,BRONZE AGE,-1600,-801,St. Edmundsbury
725185,,,23.4,,,10,2.5,1,MEDIEVAL,1100,1450,West Oxfordshire
106370,,,56.72,30.17,8.85,10.14,13.26,1,MEDIEVAL,1000,1300,Basingstoke and Deane
631885,Bodkin,,57,,7.5,10.8,9.29,1,MEDIEVAL,1200,1350,West Lindsey
116474,,,77,20,1,11,,1,MEDIEVAL,1200,1499,East Lindsey
192204,,,42,,,11,7.11,1,MEDIEVAL,1100,1500,Wiltshire
276637,Bullet-headed,,39.15,11.08,,11.08,5.37,1,MEDIEVAL,1066,1500,Wiltshire
762635,,,47.91,12.52,7.81,11.54,6.11,1,MEDIEVAL,,,City and County of the City of London
553124,,,36.59,9.96,,11.6,3.75,1,MEDIEVAL,1100,1500,Babergh
717965,,,60.2,28.2,,11.6,12.76,1,MEDIEVAL,1200,1400,Winchester
212082,,,79.7,30.7,,11.7,20.08,1,MEDIEVAL,1066,1400,Stratford-on-Avon
761121,,,69.8,48.3,4.1,12.1,17.3,1,MEDIEVAL,1100,1500,Winchester
110610,Broadhead,Jessop H3,50.1,41.2,3.7,12.5,18,1,MEDIEVAL,1250,,East Northamptonshire
6770,,,56.08,,,12.66,16.1,1,MEDIEVAL,1066,1540,East Northamptonshire
418254,,,62.16,39,,14.65,15.2,1,MEDIEVAL,1000,1550,West Oxfordshire
145562,,,49,18,,31,14.59,1,MEDIEVAL,1066,1800,Broadland
444330,,,33,6.5,0.1,,8.84,1,MEDIEVAL,1200,1500,Eden
471804,,,23.9,19.3,0.49,,2.35,1,NEOLITHIC,-4500,-2100,Cornwall
491195,,,18.79,13.82,0.8,,0.7,1,NEOLITHIC,-3500,-2100,Northumberland
429314,,,36.7,12.17,0.93,,3.2,1,UNKNOWN,,,Stafford
52292,,,22,21,1,,1.5,1,NEOLITHIC,-4000,-1500,Medway
787044,,,20,16,1.2,,1.79,1,BRONZE AGE,-1275,-1140,Newark and Sherwood
448681,,,29,32,1.5,,9,1,NEOLITHIC,-2800,-2100,Cornwall
720799,,,29,16,1.5,,2.9,1,MEDIEVAL,-1600,1500,South Northamptonshire
61371,Leaf shaped,,42,24,1.5,,,1,NEOLITHIC,-2500,-2150,Newark and Sherwood
408424,Barbed and tanged,,59.94,14.07,1.73,,2.82,1,MEDIEVAL,1300,1500,Lambeth
471815,,,27.76,15,1.79,,1.25,1,NEOLITHIC,-4500,-2100,Cornwall
184545,Leaf shaped,,26.5,14.8,1.8,,0.96,1,NEOLITHIC,-3500,-2100,North Lincolnshire
435933,,,19.3,13.94,1.82,,0.6,1,NEOLITHIC,-3500,-2800,Northumberland
472377,,,16.3,11.1,1.9,,0.4,1,NEOLITHIC,-2500,-1500,Cornwall
477216,,,12,10,2,,0.32,1,NEOLITHIC,-4500,-2100,Cornwall
501715,,,15,18.5,2,,0.48,1,NEOLITHIC,-2500,-1500,Eden
61370,,,21,23,2,,,1,NEOLITHIC,-2500,-2150,Newark and Sherwood
773686,,,26.84,19.12,2,,2.54,1,BRONZE AGE,-1275,-1140,West Dorset
464858,Transverse,,34,25,2,,,1,NEOLITHIC,-3000,-1000,East Lindsey
183887,Leaf shaped,,40,18,2,,,1,NEOLITHIC,-3500,-2900,North Kesteven
137216,Tanged,,42,28,2,,7.67,1,BRONZE AGE,-2150,-800,Rugby
501854,,,14.24,13.99,2.1,,0.6,1,NEOLITHIC,-3500,-2500,Northumberland
252803,,,16.82,13.59,2.19,,0.38,1,NEOLITHIC,-3500,-1500,Mendip
586723,,,10.7,9.6,2.2,,0.4,1,NEOLITHIC,-4500,-1500,Cornwall
634172,,,13.5,14.7,2.2,,0.33,1,UNKNOWN,-4000,-1000,Calderdale
472107,Flint,,29.7,16.9,2.2,,1.3,1,NEOLITHIC,-3500,-2100,North Lincolnshire
499361,,,18.97,14.7,2.22,,0.7,1,NEOLITHIC,-3500,-1500,Lichfield
512204,triangular,,20.84,22.67,2.23,,1.3,1,NEOLITHIC,-2900,-2100,West Lindsey
709594,,,14.2,18.3,2.3,,0.32,1,UNKNOWN,-4000,-1000,Calderdale
65241,leaf-shaped,,21,14.5,2.3,,,1,NEOLITHIC,,,Forest of Dean
487173,,,31.74,17.07,2.3,,3.9,1,BRONZE AGE,-1500,-800,Vale of White Horse
595655,,,41.85,20.45,2.3,,5.03,1,BRONZE AGE,-1275,-1140,Wiltshire
287776,,,16.09,16.36,2.31,,0.6,1,NEOLITHIC,-3500,-1500,Rugby
495916,,,28.01,19.91,2.34,,1.8,1,NEOLITHIC,-4500,-700,Scarborough
474491,Oblique,,23.1,17.2,2.4,,1.64,1,NEOLITHIC,-3300,-2200,Cornwall
457806,Oblique,,28.3,16.8,2.41,,1.2,1,NEOLITHIC,-3300,-2100,Chelmsford
287798,,,17.2,23.36,2.5,,1.3,1,NEOLITHIC,-3500,-2900,Rugby
112378,,,18,12,2.5,,0.66,1,NEOLITHIC,-3500,-2900,Swindon
112409,,,20,23,2.5,,1.59,1,NEOLITHIC,-3500,-2100,Swindon
480869,,,23.9,19.3,2.5,,1,1,NEOLITHIC,-3500,-2100,Hambleton
838091,Leaf shaped,,24,16,2.5,,1.16,1,NEOLITHIC,-4000,-2200,Forest of Dean
161903,Transverse,,35,29,2.5,,,1,NEOLITHIC,-4000,-1800,North Kesteven
495876,Leaf-shaped,,39,28,2.5,,2.43,1,NEOLITHIC,,,South Hams
212964,Leaf shaped,,40,25,2.5,,,1,NEOLITHIC,-4000,-2000,North Kesteven
722745,,,47.4,13,2.5,,1.85,1,MEDIEVAL,1100,1400,Wiltshire
246311,leaf shaped,,18.34,19.03,2.52,,1.06,1,NEOLITHIC,-3500,-2900,Rotherham
274703,leaf-shaped,,21.72,15.69,2.52,,,1,NEOLITHIC,-3500,-2900,West Lindsey
395502,,,17.31,12.67,2.55,,0.6,1,MESOLITHIC,-8300,-2500,County of Herefordshire
72288,Barbed and tanged,,39.76,19.82,2.56,,5.1,1,BRONZE AGE,-1275,-1140,Uttlesford
44818,leafshaped,,27.63,16.35,2.57,,1.17,1,NEOLITHIC,-4000,-2200,Daventry
45909,leaf shaped,,30.05,16.43,2.57,,1.2,1,NEOLITHIC,-3500,-2200,Daventry
786072,,,18.39,11.1,2.58,,0.4,1,BRONZE AGE,-2350,-800,Northumberland
501990,,,26.24,19.05,2.58,,1,1,NEOLITHIC,2100,1500,North Kesteven
501939,,,14.7,8.9,2.6,,0.69,1,NEOLITHIC,-3500,-2100,North Lincolnshire
475728,,,15.2,13.9,2.6,,0.65,1,NEOLITHIC,-4500,-2500,Cornwall
475472,Oblique,,17.1,13,2.6,,1.07,1,NEOLITHIC,-2500,-2100,Cornwall
451285,,,19.2,10.1,2.6,,0.65,1,NEOLITHIC,-4500,-2900,Cornwall
515491,Arrowhead,,22.2,16.3,2.6,,0.92,1,NEOLITHIC,-2500,-2000,Tunbridge Wells
134870,,,26.97,17.8,2.6,,1.19,1,NEOLITHIC,-3500,-2500,Kirklees
409365,,,31,17,2.6,,1.6,1,NEOLITHIC,-4000,-2000,West Lindsey
270222,,,22.65,14.47,2.61,,0.9,1,NEOLITHIC,-3500,-1500,Flintshire
246415,Petit Tranchet,,18.71,22.88,2.66,,1.69,1,NEOLITHIC,-2500,-2100,Rotherham
88717,Leafshaped,,15.2,15.3,2.7,,0.9,1,NEOLITHIC,4500,2000,East Northamptonshire
184818,,,15.9,9.8,2.7,,0.45,1,MESOLITHIC,-8300,-2100,North Lincolnshire
99324,Triangular,,21.6,15,2.7,,0.75,1,NEOLITHIC,-2500,-1500,Leeds
541593,,,22.1,13.9,2.7,,1.03,1,NEOLITHIC,-4000,-1150,West Somerset
626893,Oblique,,23.1,17.3,2.7,,1.13,1,NEOLITHIC,-3300,-2200,Selby
41284,,,55.2,22.3,2.7,,,1,NEOLITHIC,-4000,-2200,North Lincolnshire
27008,Leaf Shaped Arrowhead,,24.46,15.41,2.74,,,1,NEOLITHIC,-4000,-2200,Lichfield
474287,,,16.8,11.4,2.8,,0.5,1,BRONZE AGE,-3500,-2200,County of Herefordshire
51070,Leaf,,19.3,17.4,2.8,,0.9,1,NEOLITHIC,-3500,-1500,the Vale of Glamorgan
471126,,,20.9,18.9,2.8,,1.08,1,NEOLITHIC,-2500,-2100,Cornwall
49927,,,21.1,16.9,2.8,,,1,NEOLITHIC,,,Malvern Hills
453048,Leaf-shaped,,24.2,17.7,2.8,,1.53,1,NEOLITHIC,-3500,-2500,Isle of Wight
480007,,,25.1,16.8,2.8,,0.95,1,NEOLITHIC,-4500,-2100,Cornwall
24375,,,26.09,16.74,2.8,,,1,NEOLITHIC,-4000,-2200,Lichfield
725648,,,26.8,18.2,2.8,,1.73,1,NEOLITHIC,-4000,-1000,West Oxfordshire
161902,,,29,18,2.8,,,1,NEOLITHIC,-2500,-1500,North Kesteven
213723,leaf-shaped,,30,17.3,2.8,,1.22,1,NEOLITHIC,-3500,-2500,Newark and Sherwood
563854,,,40.8,17.4,2.8,,2.62,1,BRONZE AGE,-2150,-1500,Tonbridge and Malling
267938,,,23.92,12.69,2.82,,0.9,1,NEOLITHIC,4000,3500,West Oxfordshire
807463,,,19.77,17.51,2.88,,0.86,1,NEOLITHIC,-3500,-1500,Malvern Hills
22678,Leaf arrowhead,,35.15,18.52,2.88,,,1,NEOLITHIC,-4000,2700,South Somerset
23344,Flint,Leaf point,24.63,16.16,2.89,,,1,NEOLITHIC,-3000,-1500,South Somerset
433270,leaf-shaped,,22.5,15.6,2.9,,1.15,1,NEOLITHIC,-3500,-2100,North Lincolnshire
220737,Tanged,,24.8,16.1,2.9,,1.1,1,BRONZE AGE,-2150,-1500,Newark and Sherwood
141603,,,26.2,15.4,2.9,,0.89,1,NEOLITHIC,-3500,-2900,Isle of Wight
443661,triangular,,26.71,18.39,2.92,,1.3,1,NEOLITHIC,-2900,-2100,Doncaster
794190,,,21.5,10.42,2.93,,0.5,1,BRONZE AGE,-2350,-800,Richmondshire
8137,,,76.01,17.58,2.94,,11.02,1,BRONZE AGE,-2500,-700,Daventry
401925,,,20.55,14.88,2.96,,0.92,1,NEOLITHIC,-3000,-2000,Mole Valley
824106,,,26.11,21.59,2.96,,1.82,1,NEOLITHIC,-4000,-3000,Waveney
747392,,,29.28,24.21,2.96,,2.96,1,NEOLITHIC,-4000,-2000,South Oxfordshire
439463,,,30.64,18.22,2.96,,2.37,1,NEOLITHIC,-4500,-1500,Arun
477682,,,12.3,19.1,3,,0.7,1,NEOLITHIC,-4500,-2100,Cornwall
470770,,,14,12,3,,0.62,1,NEOLITHIC,-4500,-2100,Cornwall
471766,Leaf shaped,,16.5,16,3,,1,1,NEOLITHIC,-3500,-2100,North Dorset
769367,,,18,17,3,,0.94,1,BRONZE AGE,-2500,-800,Charnwood
451104,Barbed and tanged,,18.5,20.8,3,,2.72,1,BRONZE AGE,-2500,-800,Eden
466930,,,19,23,3,,1.23,1,NEOLITHIC,-4500,-2100,Cornwall
474666,,,21,19,3,,1.2,1,NEOLITHIC,-4500,-2500,Cornwall
481625,,,21,16.5,3,,1.07,1,NEOLITHIC,-4500,-2100,Cornwall
833451,,,22,20,3,,,1,NEOLITHIC,-4000,-3001,Breckland
462637,,,23,17.6,3,,1.41,1,NEOLITHIC,-4500,-2800,Cornwall
120081,Tutulus,,24,24,3,,,1,NEOLITHIC,-4000,-2500,North Kesteven
807122,,,24.9,17.3,3,,1.45,1,NEOLITHIC,-2700,-2350,West Lindsey
3042,,,25,20,3,,,1,PALAEOLITHIC,-500000,-2200,Ashford
744947,,,25,12,3,,1.01,1,NEOLITHIC,-3500,-2500,Melton
111281,barbed and tanged,,25,20,3,,1.56,1,NEOLITHIC,-2500,-1500,Swindon
783119,,,26,18,3,,,1,NEOLITHIC,-4000,-2351,South Norfolk
716952,Leaf-shaped,,26,22,3,,1.74,1,NEOLITHIC,-2500,-1500,West Lindsey
95514,,,27,23,3,,1.5,1,BRONZE AGE,-1950,-1800,South Northamptonshire
154892,,,28,14,3,,,1,NEOLITHIC,-4000,-2351,East Devon
578921,,,32,22,3,,,1,NEOLITHIC,,,Mid Devon
111291,leaf shaped,,33,12.5,3,,1.71,1,NEOLITHIC,-3500,-2900,Swindon
484315,Triangular,,36,27,3,,,1,NEOLITHIC,-3500,-1500,East Lindsey
515556,,,36,23,3,,2.97,1,BRONZE AGE,,,Kettering
827342,,,40,19,3,,2.69,1,NEOLITHIC,-4000,-3500,Rutland
250,Barbed-and-tanged,,40,20.5,3,,,1,NEOLITHIC,-2200,-1750,East Hampshire
135572,,,41,15,3,,2.68,1,NEOLITHIC,-3500,-2100,Mid Suffolk
454179,,,17.09,15.99,3.01,,0.95,1,NEOLITHIC,-2800,-1500,Cornwall
99345,Leaf shaped,,32.22,17.66,3.03,,1.54,1,NEOLITHIC,-3500,-2500,Leeds
456107,,,22.78,18.05,3.04,,1.26,1,NEOLITHIC,-3500,-2100,South Derbyshire
399265,,,26.22,18.93,3.04,,1.89,1,NEOLITHIC,-2500,-2100,Mendip
503323,barbed and tanged,,46.4,18.41,3.06,,3.95,1,BRONZE AGE,-2150,-800,West Lindsey
152797,,,23,19,3.1,,1.2,1,BRONZE AGE,,,Hambleton
508541,Leaf shaped,,23.2,17,3.1,,1.35,1,NEOLITHIC,-3500,-2100,East Riding of Yorkshire
54396,,,31,18.5,3.1,,2.1,1,NEOLITHIC,-4000,-2000,Daventry
87075,,,69.6,19.16,3.12,,10.8,1,MEDIEVAL,1066,1400,East Hertfordshire
27361,,,18.54,13.9,3.17,,,1,NEOLITHIC,,,North Warwickshire
786069,,,15.05,14.28,3.19,,0.6,1,BRONZE AGE,-2350,-800,Northumberland
56035,Barbed and tanged,,16.7,16.1,3.2,,0.8,1,BRONZE AGE,-2500,-1500,Newport
512335,,,18.5,13.3,3.2,,2.6,1,NEOLITHIC,-3500,-2500,Harrogate
108789,Barbed and Tanged,,19.8,13.8,3.2,,0.83,1,NEOLITHIC,-2500,-1500,North Lincolnshire
481567,,,21.9,18.1,3.2,,1.25,1,NEOLITHIC,-4500,-2900,Cornwall
156793,,,22.7,19.3,3.2,,1.27,1,BRONZE AGE,-2150,-1500,Wiltshire
482308,,,25.2,15.3,3.2,,1.08,1,NEOLITHIC,-2500,-1500,Cornwall
220582,Barbed and Tanged,,26,12.9,3.2,,1.68,1,NEOLITHIC,-2500,-1500,North Lincolnshire
470725,Oblique,,33.1,17.9,3.2,,2,1,NEOLITHIC,-2800,-1500,Cornwall
228493,,,33.4,19.9,3.2,,1.9,1,NEOLITHIC,-3500,-2100,Harrogate
106443,Leaf-shaped,Green type 2b,34,18,3.2,,1.91,1,NEOLITHIC,-4500,-3000,Isle of Wight
31045,,,36.1,17,3.2,,1.35,1,NEOLITHIC,,,North Lincolnshire
595407,Barbed and tanged,,41.5,17.45,3.2,,5.46,1,BRONZE AGE,-1275,-1140,Wiltshire
288060,leaf shaped,,32.43,18.67,3.22,,1.63,1,NEOLITHIC,-3500,-2900,Rotherham
644504,,,23.14,13.91,3.23,,1.23,1,BRONZE AGE,-4000,-801,Waveney
794896,,,30.53,16.54,3.24,,1.55,1,NEOLITHIC,-4000,-2300,South Hams
133167,,,23.33,19.52,3.25,,1.6,1,NEOLITHIC,-3500,-1500,Malvern Hills
471811,Oblique,,27.2,15.5,3.25,,1.75,1,NEOLITHIC,-2500,-1500,Cornwall
223982,,,30.6,13.27,3.26,,1.3,1,NEOLITHIC,,,County Durham
288093,leaf shaped,,22.22,14.84,3.27,,0.82,1,NEOLITHIC,-3500,-2900,Rotherham
474585,Oblique,,25.36,13.33,3.28,,1.5,1,NEOLITHIC,-3300,-2200,Cornwall
401881,,,26.31,,3.28,,0.91,1,NEOLITHIC,-3000,-2000,Guildford
491199,,,19.8,18.37,3.29,,1.3,1,NEOLITHIC,-3500,-2100,Northumberland
430452,leaf-shaped,,16.4,13.2,3.3,,0.62,1,NEOLITHIC,-3500,-2100,Bolsover
286322,,,17.7,13.6,3.3,,0.76,1,NEOLITHIC,-3500,-2900,Selby
127690,,,18.2,22,3.3,,1.1,1,NEOLITHIC,-4500,-2000,East Northamptonshire
185757,Barbed and tanged,,18.9,16.9,3.3,,1,1,NEOLITHIC,-2500,-2100,Vale of White Horse
99346,Triangular,,19,17.9,3.3,,0.99,1,NEOLITHIC,-3500,-2500,Leeds
184543,Barbed and Tanged,,22.2,20.5,3.3,,1.12,1,NEOLITHIC,-2500,-1500,North Lincolnshire
709173,,,23.1,21,3.3,,1.4,1,NEOLITHIC,-2700,-2300,Scarborough
465168,Leaf-Shaped,,27.1,20.4,3.3,,2.07,1,NEOLITHIC,-3500,-2100,Chesterfield
124111,Leaf-shaped,Green type 2b,28,16,3.3,,1.57,1,NEOLITHIC,-4500,-3000,Isle of Wight
12795,,,28.8,17.5,3.3,,1.62,1,NEOLITHIC,-4000,-2200,South Kesteven
448461,,,29,16.6,3.3,,1.57,1,NEOLITHIC,-3500,-2100,North Lincolnshire
162005,,,31.8,25.2,3.3,,2.51,1,BRONZE AGE,-2150,-1500,Isle of Wight
437359,,,33.04,22.15,3.3,,2.5,1,NEOLITHIC,-2900,-1500,Canterbury
615073,Oblique,,40,21.4,3.3,,2.6,1,NEOLITHIC,-3300,-2200,Kirklees
735504,,,56.82,23.73,3.3,,3.23,1,NEOLITHIC,-3000,-2000,Waverley
180027,flint,transverse,35.93,17.64,3.32,,2.39,1,NEOLITHIC,,,Bassetlaw
536077,,,28.34,21.66,3.34,,1.58,1,BRONZE AGE,-2500,-1500,East Riding of Yorkshire
148042,,,23.13,15.8,3.35,,1.16,1,BRONZE AGE,-2150,-800,Chichester
439460,,,27.15,14.39,3.36,,1.52,1,NEOLITHIC,-4500,-1500,Arun
454187,,,28.7,18.9,3.36,,2.05,1,NEOLITHIC,-2500,-1500,Cornwall
46207,,,,16.23,3.37,,1.32,1,NEOLITHIC,-4000,-2200,Daventry
234297,,,29.17,14.18,3.39,,,1,NEOLITHIC,,,Stratford-on-Avon
516724,,,18.78,11.11,3.4,,0.67,1,NEOLITHIC,-3500,-2100,East Riding of Yorkshire
57624,,,19.7,17.8,3.4,,1.03,1,BRONZE AGE,,,Isle of Wight
95909,,,22.3,19.4,3.4,,1.28,1,BRONZE AGE,-2500,-1400,Dudley
99355,Leaf shaped,,23.15,14.66,3.4,,0.94,1,NEOLITHIC,-3500,-2900,Leeds
248464,,,23.7,18.9,3.4,,1.2,1,BRONZE AGE,-2150,-800,East Riding of Yorkshire
184800,Tranchet,,24.2,18.9,3.4,,1.28,1,NEOLITHIC,-3500,-2100,North Lincolnshire
447444,,,25,16,3.4,,1.7,1,NEOLITHIC,-3500,-1500,Cornwall
27811,Leaf,,25.1,21.2,3.4,,,1,NEOLITHIC,-4000,-3000,Ryedale
69389,leaf-shaped,,28.1,15.1,3.4,,1.92,1,NEOLITHIC,,,Cornwall
842142,,,29.5,15.2,3.4,,1.46,1,NEOLITHIC,-2700,-2350,West Lindsey
746953,Trangular,,29.6,18.6,3.4,,1.8,1,NEOLITHIC,-2700,-1600,Hambleton
505576,,,32.3,16.3,3.4,,1.7,1,NEOLITHIC,-3500,-2100,Hambleton
54009,,,36.1,18.4,3.4,,,1,NEOLITHIC,,,West Lindsey
134869,,,47.4,24.13,3.4,,3.38,1,NEOLITHIC,-3500,-2500,Kirklees
258381,,Barbed and Tanged,55.54,25.5,3.42,,10.03,1,BRONZE AGE,-2100,-1500,East Cambridgeshire
736597,Barb and tanged arrowhead,,18.53,16.22,3.45,,0.8,1,BRONZE AGE,-2350,-801,East Riding of Yorkshire
518022,,,34.75,19.65,3.45,,3.23,1,NEOLITHIC,-3500,-2300,Stratford-on-Avon
284626,transverse,,28.5,29.9,3.46,,2.49,1,NEOLITHIC,-2500,-2100,Craven
267937,,,23.95,13.62,3.48,,1.1,1,NEOLITHIC,4000,3500,West Oxfordshire
404436,,,41.48,14.97,3.48,,2.05,1,NEOLITHIC,,,Bedford
813237,,,14.5,15,3.5,,0.84,1,NEOLITHIC,-2800,-1600,Cornwall
430450,barbed-and-tanged,,16.4,18.5,3.5,,0.83,1,NEOLITHIC,-2500,-1500,Bolsover
556867,,,17.8,8.9,3.5,,1.73,1,POST MEDIEVAL,1500,1600,West Lindsey
184586,Barbed and Tanged,,18.4,15.7,3.5,,0.87,1,NEOLITHIC,-2500,-1500,North Lincolnshire
724992,,,19.3,16,3.5,,0.91,1,NEOLITHIC,-2500,-2350,East Lindsey
112660,Barbed and tanged,,20.5,18.5,3.5,,1.02,1,BRONZE AGE,-2500,-700,Swindon
480320,,,22.2,20.2,3.5,,1.1,1,BRONZE AGE,-2000,-1000,Cornwall
282850,,,22.8,16.1,3.5,,1.12,1,NEOLITHIC,-3500,-2900,York
795890,,,23.1,20.8,3.5,,1.93,1,BRONZE AGE,-25000,-15000,Tonbridge and Malling
291177,,,23.93,17.98,3.5,,1.2,1,NEOLITHIC,-2500,-1500,Suffolk Coastal
112382,,,24,15,3.5,,1.63,1,NEOLITHIC,-3500,-2900,Swindon
233574,Leaf Shaped,,24.2,18.6,3.5,,1.41,1,NEOLITHIC,-3500,-2100,Hambleton
68004,,,25,20,3.5,,,1,NEOLITHIC,,,Forest of Dean
109620,Barb and Tanged,,25.1,13.7,3.5,,1.11,1,NEOLITHIC,-2500,-1500,North Lincolnshire
40101,,,25.8,15.3,3.5,,1.19,1,BRONZE AGE,-2500,-700,Selby
519794,,,26,16,3.5,,1.02,1,BRONZE AGE,-2150,-1500,Cornwall
466691,Oblique,,28,17,3.5,,1.47,1,NEOLITHIC,-3300,-2200,Cornwall
85616,,,28.4,17.2,3.5,,1.55,1,NEOLITHIC,,,East Riding of Yorkshire
754308,,,30.2,17.5,3.5,,2.38,1,NEOLITHIC,-2500,-1500,South Lakeland
68034,,,30.5,17,3.5,,1.65,1,BRONZE AGE,,,South Derbyshire
253231,,,31,18.8,3.5,,2.15,1,NEOLITHIC,-3500,-2900,Rother
570917,none,none,32.6,15.6,3.5,,2,1,NEOLITHIC,-2500,-2100,Cornwall
470044,Sutton bj,,36,22,3.5,,3,1,BRONZE AGE,-2150,-1150,South Northamptonshire
70501,leaf shaped,,42.8,18.1,3.5,,2.72,1,NEOLITHIC,-2900,2150,County of Herefordshire
25210,,,23.81,15.24,3.52,,,1,PREHISTORIC,-500000,43,Malvern Hills
270450,,,33.17,24.5,3.54,,3.3,1,NEOLITHIC,-2500,-1500,Hambleton
99375,,,22.6,13.4,3.55,,0.78,1,NEOLITHIC,-3500,-2100,Leeds
211952,,,31.04,18.07,3.55,,1.48,1,NEOLITHIC,-2150,-1500,York
837250,,,21.95,18.62,3.57,,1.27,1,BRONZE AGE,-2500,-1500,Mole Valley
484729,Leaf Shaped,,26.8,19.29,3.57,,2,1,NEOLITHIC,-3500,-2100,Newark and Sherwood
466965,Oblique,,40.89,20.36,3.57,,2.45,1,NEOLITHIC,-3300,-2200,Cornwall
117420,Barbed and tanged,,20.05,14.83,3.58,,0.83,1,BRONZE AGE,-2500,-1500,Taunton Deane
184790,,,24.6,19.2,3.6,,1.04,1,NEOLITHIC,-2500,-1500,North Lincolnshire
184793,Barbed and Tanged,,24.6,19.2,3.6,,1.04,1,NEOLITHIC,-2500,-1500,North Lincolnshire
744411,,,29,16.7,3.6,,1.39,1,NEOLITHIC,-2500,-1500,Wiltshire
430449,leaf-shaped,,29.2,17.5,3.6,,1.73,1,NEOLITHIC,-3500,-2100,Bolsover
803380,Barbed and tanged or reworked leaf shaped,,31.4,19.7,3.6,,1.7,1,NEOLITHIC,-4000,-1601,Huntingdonshire
384718,,,33.4,20.3,3.6,,3.1,1,NEOLITHIC,-2500,-1150,Tonbridge and Malling
99313,,,35.2,17.4,3.6,,2.83,1,NEOLITHIC,-3500,-2100,Selby
757757,,,35.6,36.8,3.6,,4.5,1,NEOLITHIC,-3300,-1000,West Lindsey
469020,,,37,24,3.6,,3.87,1,NEOLITHIC,-3500,-2100,Daventry
160700,,,38.2,22.3,3.6,,2.88,1,NEOLITHIC,-2800,-2100,Selby
99312,Transverse,,38.7,19.7,3.6,,2.55,1,NEOLITHIC,-3500,-2100,Selby
837251,,,19.25,17.85,3.61,,0.83,1,BRONZE AGE,-2500,-1500,Mole Valley
787998,,,21.3,17.41,3.62,,1.55,1,NEOLITHIC,-4500,-1500,Woking
26960,Leaf Shaped Arrowhead,,39.26,21.78,3.62,,,1,NEOLITHIC,,,Lichfield
270890,,,30.26,18.5,3.63,,2.53,1,NEOLITHIC,-2500,-2100,Selby
591618,,,31.96,16.63,3.69,,4.14,1,NEOLITHIC,-2500,-2000,Milton Keynes
643368,,,15.6,18,3.7,,,1,NEOLITHIC,-3500,-1150,North Somerset
433107,,,21.9,23.9,3.7,,1.84,1,NEOLITHIC,-3500,-1500,Taunton Deane
230887,Barbed and tanged,,23.9,17.7,3.7,,1.16,1,NEOLITHIC,-2300,-1500,Shropshire
82696,,,25.6,8.3,3.7,,0.54,1,BRONZE AGE,,,High Peak
436946,Hollow based,,25.8,18.6,3.7,,1.67,1,NEOLITHIC,-2500,-2100,Isle of Wight
404202,,,26,21,3.7,,1.71,1,NEOLITHIC,-2900,-2150,Cornwall
284666,Leaf-shaped,,26.8,18,3.7,,1.7,1,NEOLITHIC,-3500,-2150,East Riding of Yorkshire
213763,,,26.9,15.5,3.7,,1.2,1,MESOLITHIC,-6500,-2900,Eastbourne
152682,Barbed and Tanged,,29.9,22.9,3.7,,1.66,1,NEOLITHIC,-2500,-1150,North Lincolnshire
40220,,,31.4,21.6,3.7,,2.62,1,NEOLITHIC,-4000,-2200,North Lincolnshire
485307,,,31.9,17.4,3.7,,2.3,1,NEOLITHIC,-4500,-1500,Cornwall
218836,,,32.7,15.1,3.7,,1.68,1,NEOLITHIC,-3500,-2900,Leeds
275553,Leaf shaped,,34.9,21.3,3.7,,2.91,1,NEOLITHIC,-3500,-2900,Aylesbury Vale
442360,Leaf-shaped,,35.1,19.6,3.7,,2.02,1,NEOLITHIC,-3500,-2900,Isle of Wight
632159,Hunting,,41.6,24.9,3.7,,5.52,1,MEDIEVAL,1350,1500,West Lindsey
403378,,,57,,3.7,,12.5,1,NEOLITHIC,-2500,-2100,Wellingborough
